movie_id,title,directors,starring,release_year,mpaa_rating
252,Finding You,Brian Baugh,"Rose Reid,Jedidiah Goodacre,Katherine McNamara",2021,PG
253,Maya The Bee,Alexs Stadermann,"Kodi Smit-McPhee,Richard Roxburgh,Miriam Margolyes",2015,G
254,Spider-Man: Across The Spider-Verse - Bonus X-Ray Edition,"Joaquim Dos Santos,Kemp Powers,Justin K. Thompson","Shameik Moore,Hailee Steinfeld,Brian Tyree Henry",2023,PG
255,Medusa's Mystery,Christian Faure,"Nicolas Gob,Thomas Jouannet,Éva Darlan,Michel Cordes",2019,Não classificado
256,Daisies In December,Mark Haber,"Joss Ackland,Jean Simmons",1995,Não classificado
257,Last Night in Soho,Edgar Wright,"Thomasin McKenzie,Anya Taylor-Joy,Matt Smith",2021,R
258,13 Hours,---,"John Krasinski,James Badge Dale,Pablo Schreiber",2016,R
259,Killer Klowns from Outer Space,Stephen Chiodo,"Grant Cramer,Suzanne Snyder",1988,PG-13
260,The Chronicles of Riddick,David Twohy,"Vin Diesel,Thandie Newton,Karl Urban,Colm Feore",2004,PG-13
261,October Sky,Joe Johnston,"Jake Gyllenhaal,Chris Cooper,Laura Dern",1999,PG
262,Casino Royale,---,"Daniel Craig (James Bond),Eva Green (Vesper Lynd)",2006,PG-13
263,Daisies In December,Mark Haber,"Joss Ackland,Jean Simmons",1995,Não classificado
264,Mean Girls,Mark Waters,"Lindsay Lohan,Rachel McAdams,Tim Meadows,Ana Gasteyer",2004,PG-13
265,Transporter 3,Olivier Megaton,"Jason Statham,Natalya Rudakova,Francois Berleand",2008,PG-13
266,Land,Robin Wright,"Sarah Dawn Pledge,Robin Wright,Demián Bichir",2021,PG-13
267,Left Behind,Vic Armstrong,"Nicolas Cage,Chad Michael Murray,Cassi Thomson",2014,PG-13
268,Medusa's Mystery,Christian Faure,"Nicolas Gob,Thomas Jouannet,Éva Darlan,Michel Cordes",2019,Não classificado
269,Skyfall,Sam Mendes,"Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes",2012,PG-13
270,Wrath of Becky,Matt Angel,"Lulu Wilson,Seann William Scott",2023,R
271,Woman in Gold,Simon Curtis,"Ryan Reynolds,Helen Mirren,Katie Holmes",2015,PG-13
272,The Punisher,Jonathan Hensleigh,"Thomas Jane,John Travolta,Samantha Mathis",2004,R
273,Igor,Anthony Leondis,"Steve Buscemi,John Cleese,Jennifer Coolidge",2008,PG
274,Drag Me To Hell,Sam Raimi,"Alison Lohman,Justin Long,Lorna Raver,Dileep Rao",2009,PG-13
275,Summer Rental,Carl Reiner,"John Candy,Richard Crenna",1985,PG
276,Kung Food,Sun Haipeng,"Koula Kyriaki Glyptou,Grace Samson,Barry Samson",2021,Não classificado
277,Charlotte's Web,Gary Winick,"Julia Roberts,Dakota Fanning,Steve Buscemi",2006,G
278,Chaos,Tony Giglio,"Jason Statham,Ryan Phillippe,Wesley Snipes",2008,R
279,Rise of the Planet of the Apes,Rupert Wyatt,"James Franco,Brian Cox,John Lithgow,Freida Pinto",2011,PG-13
280,The Mask,Chuck Russell,"Jim Carrey,Cameron Diaz,Peter Riegert,Peter Greene",1994,PG-13
281,The Cutting Edge: Chasing The Dream,Stuart Gillard,"Matt Lanter,Francia Raisa,Sarah Gadon,Christy Romano",2008,PG-13
282,Before We Go,Chris Evans,"Alice Eve,Chris Evans,Daniel Spink,Elijah Moreland",2015,PG-13
283,Maleficent (Theatrical),Robert Stromberg,"Angelina Jolie,Sharlto Copley,Elle Fanning,Sam Riley",2014,PG
284,Case 39,Christian Alvart,"Renee Zellweger,Jodelle Ferland,Adrian Lester",2010,R
285,Rumble,Hamish Grieve,"Geraldine Viswanathan,Will Arnett,Stephen A. Smith",2021,PG
286,Get Close,Derrick Hammond,"Jamal Woolard,Markice Moore,Kierra Pitts",2023,Não classificado
287,Promising Young Woman,Emerald Fennell,"Carey Mulligan,Bo Burnham,Alison Brie,Clancy Brown",2020,R
288,Deadfall,Stefan Ruzowitzky,"Eric Bana,Olivia Wilde,Charlie Hunnam,Kate Mara",2021,R
289,October Sky,Joe Johnston,"Jake Gyllenhaal,Chris Cooper,Laura Dern",1999,PG
290,Rumble,Hamish Grieve,"Geraldine Viswanathan,Will Arnett,Stephen A. Smith",2021,PG
291,Get Close,Derrick Hammond,"Jamal Woolard,Markice Moore,Kierra Pitts",2023,Não classificado
292,Promising Young Woman,Emerald Fennell,"Carey Mulligan,Bo Burnham,Alison Brie,Clancy Brown",2020,R
293,Case 39,Christian Alvart,"Renee Zellweger,Jodelle Ferland,Adrian Lester",2010,R
294,The Gambler,"Dick Lowry,Rupert Wyatt","Brie Larson,Mark Wahlberg",2014,R
295,Just Getting Started,Ron Shelton,"Morgan Freeman,Tommy Lee Jones,Rene Russo",2017,PG-13
296,Daniel Tiger's Neighborhood: Tiger Family Trip,Vadim Kapridov,"Addison Holley,Amariah Faulkner,Jake Beale",2012,G
297,Saving Christmas Spirit,Wendy Faraone,"Ashley Newbrough,James Robinson,Jake Satow",2022,Não classificado
298,Valerian and the City of a Thousand Planets,Luc Besson,"Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna",2017,Não classificado
299,Riding The Bullet,Mick Garris,"Jonathan Jackson,David Arquette,Cliff Robertson",2004,R
300,Aurora Teagarden Mysteries: Haunted By Murder,Desconhecido,Martin Wood,2022,Não classificado
301,The Shape of Water,Guillermo Del Toro,"Sally Hawkins,Michael Shannon,Richard Jenkins",2017,R
302,The Other End of the Line,James Dodson,"Jesse Metcalfe,Austin Basis,Larry Miller,Anupam Kher",2008,PG-13
303,J.D.'s Revenge,Arthur Marks,"Glynn Turman,Lou Gossett Jr.,Alice Jubert,Carl Crudup",1976,R
304,Steve and Maggie - Spooktacular Special (Vol. 14),Wattsenglish Ltd.,"Steve,Maggie",2021,Não classificado
305,Doubting Thomas,Will McFadden,"Jamie Hector,Will McFadden,Sarah Butler",2018,Não classificado
306,PAW Patrol: Moto Pups,Desconhecido,---,,Não classificado
307,The Name of the Rose,Jean-Jacques Annaud,"Sean Connery,Christian Slater,Ron Perlman",1986,R
308,The SpongeBob SquarePants Movie,"Stephen Hillenburg,Mark Osborne","Tom Kenny,Clancy Brown,Rodger Bumpass,Jeffrey Tambor",2004,PG
309,Woman in Gold,Simon Curtis,"Ryan Reynolds,Helen Mirren,Katie Holmes",2015,PG-13
310,Let Him Go,Thomas Bezucha,"Diane Lane,Kevin Costner,Lesley Manville",2020,R
311,The Finest Hour,Shimon Dotan,"Rob Lowe,Gale Hansen",1992,R
312,Little Italy,Donald Petrie,"Emma Roberts,Hayden Christensen,Alyssa Milano",2018,R
313,"Yours, Mine & Ours",Raja Gosnell,"Dennis Quaid,Rene Russo,Sean Faris,Katija Pevec",2005,Não classificado
314,Domestic Disturbance,Harold Becker,"John Travolta,Vince Vaughn,Teri Polo,Rebecca Tilney",2001,PG-13
315,Sid is Dead,Eli Gonda,"Joey Bragg,Tyler Alvarez,Jack Griffo",2023,Não classificado
316,The Little Vampire,"Richard Claus,Karsten Kiilerich","Jim Carter,Rasmus Hardiker,Amy Saville",2017,Não classificado
317,Hot Tub Time Machine 2,Steve Pink,"Rob Corddry,Craig Robinson",2015,R
318,Harry Potter and the Sorcerer's Stone,Chris Columbus,"Daniel Radcliffe,Rupert Grint,Emma Watson,John Cleese",2001,PG
319,Monster High The Movie,Desconhecido,Todd Holland,2022,Não classificado
320,Overlord,Julius Avery,"Jovan Adepo,Wyatt Russell,Pilou Asbaek,John Magaro",2018,R
321,Overlord,Julius Avery,"Jovan Adepo,Wyatt Russell,Pilou Asbaek,John Magaro",2018,R
322,Monster Family,Holger Tappe,"Emily Watson,Jason Isaacs,Nick Frost",2018,PG
323,Dracula,Tod Browning,"Bela Lugosi,David Manners,Edward Van Sloan",1931,Não classificado
324,A Royal In Paradise,Adrian Powers,"Rhiannon Fish,Mitchell Bourke",2023,Não classificado
325,The Little Vampire,"Richard Claus,Karsten Kiilerich","Jim Carter,Rasmus Hardiker,Amy Saville",2017,Não classificado
326,Where the Buffalo Roam,nbcu,"Peter Boyle,Bill Murray,Bruno Kirby,Rene Auberjonois",1980,R
327,Quantum of Solace,Marc Forster,"Daniel Craig,Olga Kurylenko,Mathieu Amalric",2008,PG-13
328,Cop Shop,Joe Carnahan,"Gerard Butler,Frank Grillo,Alexis Louder,Toby Huss",2021,R
329,Jurassic World,Colin Trevorrow,"Chris Pratt,Bryce Dallas Howard,Vincent D'Onofrio",2015,PG-13
330,Saw V,David Hackl,"Tobin Bell,Costas Mandylor,Scott Patterson",2008,Não classificado
331,A Haunted House,Michael Tiddes,"Marlon Wayans,Essence Atkins",2013,Não classificado
332,Jesse Stone: No Remorse,Robert Harmon,"Gil Anderson,Tom Selleck,Kathy Baker,Kohl Sudduth",2010,Não classificado
333,White Boy Rick,Yann Demange,"Matthew McConaughey,Richie Merritt,Bel Powley",2018,R
334,Interstellar,Christopher Nolan,Jessica Chastain,2014,PG-13
335,Honest Thief,Mark Williams,"Liam Neeson,Kate Walsh,Robert Patrick,Anthony Ramos",2020,PG-13
336,Tulsa,Scott Pryor AND Gloria Stella,"Scott Pryor,Livi Birch,John Schneider",2020,PG-13
337,Alexandria,Nick Gillam-Smith,Bettany Hughes,2010,Não classificado
338,The Girl with All the Gifts,Colm McCarthy,"Gemma Arterton,Paddy Considine,Glenn Close",2017,R
339,Honest Thief,Mark Williams,"Liam Neeson,Kate Walsh,Robert Patrick,Anthony Ramos",2020,PG-13
340,Break Every Chain,Tim Searfoss,"Ignacyo Matynia,Dean Cain,Krystian Leonard",2023,Não classificado
341,Jack Reacher,---,"Tom Cruise,Rosamund Pike,Richard Jenkins",2012,PG-13
342,The Fog (1980),John Carpenter,"Adrienne Barbeau,Jamie Lee Curtis,Janet Leigh",1980,R
343,She's Out of My League,Jim Field Smith,"Mike Vogel,Alice Eve,Krysten Ritter,T.J. Miller",2010,R
344,High Ground,Stephen Maxwell Johnson,"Jacob Junior Nayinggul,Simon Baker,Jack Thompson",2021,Não classificado
345,The SpongeBob Movie: Sponge on the Run,Tim Hill,"Tim Hill,Clancy Brown,Bill Fagerbakke",2021,PG
346,The Murders in the Rue Morgue,Jeannot Szwarc,"George C. Scott,Rebecca De Mornay,Ian McShane",1986,PG
347,Tulsa,Scott Pryor AND Gloria Stella,"Scott Pryor,Livi Birch,John Schneider",2020,PG-13
348,The Super Mario Bros. Movie (Blu-Ray + DVD + Digital),Aaron Horvath,"Chris Pratt,Anna Taylor-Joy,Charlie Day",,Não classificado
349,"PAW Patrol: Ready, Race, Rescue",---,"Devan Cohen,Owen Mason,Kallan Holley,Gage Munroe",2019,Não classificado
350,Dirty Dancing,Emile Ardolino,"Patrick Swayze,Jennifer Grey,Jerry Orbach",1987,PG-13
351,The Crucifixion,Xavier Gens,"Sophie Cookson,Corneliu Ulici,Brittany Ashworth",2017,R
352,Robocop (2014),José Padilha,"Jay Baruchel,Abbie Cornish",2014,PG-13
353,Scary Stories to Tell in the Dark,Andre Ovredal,"Zoe Colletti,Michael Garza,Gabriel Rush,Dean Norris",2019,PG-13
354,Interstellar,Christopher Nolan,Jessica Chastain,2014,PG-13
355,Where the Buffalo Roam,nbcu,"Peter Boyle,Bill Murray,Bruno Kirby,Rene Auberjonois",1980,R
356,Luce,Julius Onah,"Naomi Watts,Octavia Spencer,Kelvin Harrison Jr.",2019,R
357,Jesse Stone: Thin Ice,Robert Harmon,"Gil Anderson,Tom Selleck,Kathy Baker,Camryn Manheim",2009,Não classificado
358,The Addams Family,Barry Sonnenfeld,"Raul Julia,Anjelica Huston,Christopher Lloyd",1991,PG-13
359,Danger Close,Kriv Stenders,"Travis Fimmel,Luke Bracey,Daniel Webber",2019,R
360,A Princess for Christmas,Michael Damian,"Katie McGrath,Sir Roger Moore,Sam Heughan",2011,Não classificado
361,So Undercover,Tom Vaughan,"Miley Cyrus,Jeremy Piven,Kelly Osbourne",2013,PG-13
362,Anne & Mary Boleyn - A Tale of Two Sisters,Desconhecido,Edward Cotterill,2018,Não classificado
363,The Big Lebowski,Ethan Coen,"Jeff Bridges,John Goodman,Julianne Moore",1998,Não classificado
364,Punisher: War Zone,Lexi Alexander,"Ray Stevenson,Dominic West,Julie Benz",2008,R
365,Saw 5 (Unrated),David Hackl,"Tobin Bell,Costas Mandylor,Scott Patterson",2008,Não classificado
366,Radio Rebel,Peter Howitt,"Debby Ryan,Sarena Parmar,Adam DiMarco",2012,PG-13
367,Janky Promoters,Marcus Raboy,"Ice Cube,Mike Epps,Tiffany Haddish",2009,R
368,Ghostbusters: Afterlife,Jason Reitman,"Paul Rudd,Carrie Coon,Finn Wolfhard,Mckenna Grace",2021,PG-13
369,Daylight's End,William Kaufman,"Johnny Strong,Lance Henriksen,Louis Mandylor",2016,Não classificado
370,Wish You Well,Darnell Martin,"Ellen Burstyn,Mackenzie Foy,Josh Lucas,Ned Bellamy",2015,Não classificado
371,Jesse Stone: Innocents Lost,Dick Lowry,"Gil Anderson,Tom Selleck,Kathy Baker,Kohl Sudduth",2011,Não classificado
372,Satyaprem Ki Katha,Sameer Vidwans,"Kartik Aaryan,Kiara Advani,Supriya Pathak Kapur",2023,Não classificado
373,A Better Life,Chris Weitz,"Demian Bichir,Eddie 'Piolin' Sotelo,Joaquín Cosio",2011,PG-13
374,Sonic the Hedgehog,Jeff Fowler,"James Marsden,Tika Sumpter,Jim Carrey",2020,PG
375,Orphan: First Kill,William Brent Bell,"Isabelle Fuhrman,Rossif Sutherland,Julia Stiles",2022,R
376,Point Break,Kathryn Bigelow,"Patrick Swayze,Keanu Reeves,Gary Busey,Lori Petty",1991,R
377,Identity Thief,Seth Gordon,"Jason Bateman,Melissa McCarthy,Jon Favreau",2013,R
378,Venom: Let There Be Carnage,Andy Serkis,"Tom Hardy,Woody Harrelson,Michelle Williams",2021,PG-13
379,Bad Boys for Life,"Adil El Arbi,Bilall Fallah","Will Smith,Martin Lawrence,Vanessa Hudgens",2020,R
380,The Commuter,Jaume Serra,"Liam Neeson,Vera Farmiga,Patrick Wilson",2018,PG-13
381,Unfriended: Dark Web,Stephen Susco,"Colin Woodell,Betty Gabriel,Rebecca Rittenhouse",2018,R
382,Dr. Seuss' Cat In The Hat,Bo Welch,"Mike Myers,Dakota Fanning,Spencer Breslin",2003,PG
383,The Voices,Marjane Satrapi,"Ryan Reynolds,Anna Kendrick,Gemma Arterton",2015,R
384,Captive State,Rupert Wyatt,"John Goodman,Ashton Sanders,Jonathan Majors",2019,PG-13
385,She's The Man,Desconhecido,Andy Fickman,2006,PG-13
386,Gotti,Kevin Connolly,"John Travolta,Spencer LoFranco,Kelly Preston",2018,R
387,Oculus,Mike Flanagan,"Karen Gillan,Brenton Thwaites,Katee Sackhoff",2014,R
388,Blacktop,T.J. Scott,"Kristin Davis,Meat Loaf,Lochlyn Munro",2000,R
389,News of the World,Paul Greengrass,"Tom Hanks,Helena Zengel",2020,PG-13
390,Robert the Bruce,Richard Gray,"Angus Macfadyen,Jared Harris,Anna Hutchinson",2019,Não classificado
391,The Last Witch Hunter,Breck Eisner,"Vin Diesel,Elijah Wood,Rose Leslie",2015,PG-13
392,Mrs. Harris Goes to Paris,Anthony Fabian,"Lesley Manville,Isabelle Huppert,Lambert Wilson",2022,PG
393,The Possession Of Hannah Grace,Diederik Van Rooijen,"Shay Mitchell,Stana Katic,Grey Damon,Louis Herthum",2018,R
394,3 Days to Kill,McG,"Kevin Costner,Hailee Steinfeld,Connie Nielsen",2014,R
395,Women Talking,Sarah Polley,"Rooney Mara,Claire Foy,Jessie Buckley,Judith Ivey",2022,PG-13
396,The Contractor,Tarik Saleh,"Chris Pine,Ben Foster,Gillian Jacobs,Eddie Marsan",2022,R
397,Elsa & Fred,Michael Radford,"Shirley MacLaine,Christopher Plummer",2014,PG-13
398,Shooter,Antoine Fuqua,"Mark Wahlberg,Michael Peña,Danny Glover,Kate Mara",2007,R
399,Snake Eyes: G.I. Joe Origins,Robert Schwentke,"Henry Golding,Andrew Koji,Ursula Corbero",2021,Não classificado
400,Bedurulanka 2012,Clax,"Kartikeya,Neha Shetty,Ajay Ghosh,Rajkumar Kasireddy",2023,Não classificado
401,Drumline,Charles Stone III,"Orlando Jones,Zoe Saldana,Nick Cannon,Leonard Roberts",2002,Não classificado
402,Halloween,John Carpenter,"Donald Pleasence,Jamie Lee Curtis,P.J. Soles",1978,R
403,Warrior,Gavin O'Connor,"Tom Hardy,Joel Edgerton,Nick Nolte,Jennifer Morrison",2011,PG-13
404,A Rainy Day in New York,Woody Allen,"Timothée Chalamet,Jude Law,Elle Fanning",2020,Não classificado
405,Scary Stories to Tell in the Dark,Andre Ovredal,"Zoe Colletti,Michael Garza,Gabriel Rush,Dean Norris",2019,PG-13
406,Honor Society,Oran Zegman,"Gaten Matarazzo,Angourie Rice",2022,Não classificado
407,Is Genesis History?,Thomas Purifoy Jr.,"Del Tackett DM,Steve Austin PhD,Steve Boyd PhD",2022,Não classificado
408,2001: A Space Odyssey,Stanley Kubrick,"Keir Dullea,Gary Lockwood,William Sylvester",1970,G
409,Win a Date with Tad Hamilton!,Robert Luketic,"Kate Bosworth,Topher Grace,Josh Duhamel,Nathan Lane",2004,PG-13
410,Inglourious Basterds,Quentin Tarantino,"Bo Svenson,Michael Madsen,Tim Roth,Brad Pitt",2009,R
411,Joe Bell,Reinaldo Marcus Green,"Mark Wahlberg,Reid Miller,Connie Britton",2021,R
412,Superhero Movie,Craig Mazin,"Drake Bell,Sarah Paxton,Kevin Hart,Pam Anderson",2008,PG-13
413,Blacktop,T.J. Scott,"Kristin Davis,Meat Loaf,Lochlyn Munro",2000,R
414,A Turtle's Tale: Sammy's Adventures,"Ben Stassen, Mimi Maynard","Kaitlyn Maher,Khary Payton,Carlos Alazraqui",2012,PG
415,Sixteen Candles,John Hughes,"Molly Ringwald,Anthony Michael Hall",1984,PG
416,Stealth,Rob Cohen,"Jamie Foxx,Jessica Biel",2005,PG-13
417,Daddy's Home,Sean Anders,"Will Ferrell,Mark Wahlberg,Linda Cardellini",2015,PG-13
418,Jeepers Creepers 2,Victor Salva,"Ray Wise,Nicki Aycox,Marieh Delfino,Thomas Gossom Jr.",2003,R
419,Is Genesis History?,Thomas Purifoy Jr.,"Del Tackett DM,Steve Austin PhD,Steve Boyd PhD",2022,Não classificado
420,SAW 6 (Unrated),Kevin Greutert,"Tobin Bell,Costas Mandylor,Betsy Russell,Mark Rolston",2009,Não classificado
421,Guns Akimbo,Jason Lei Howden,"Daniel Radcliffe,Samara Weaving",2020,R
422,2001: A Space Odyssey,Stanley Kubrick,"Keir Dullea,Gary Lockwood,William Sylvester",1970,G
423,Fear the Night,Neil LaBute,"Maggie Q,Kat Foster,Travis Hammer,Gia Crovatin",2023,Não classificado
424,A Turtle's Tale: Sammy's Adventures,"Ben Stassen, Mimi Maynard","Kaitlyn Maher,Khary Payton,Carlos Alazraqui",2012,PG
425,Secret Window,David Koepp,"Johnny Depp,John Turturro,Maria Bello,Timothy Hutton",2004,PG-13
426,The Legend of Sleepy Hollow,Pierre Gang,"Rachelle Lefevre,Brent Carver",1999,Não classificado
427,Burnt,John Wells,"Bradley Cooper,Sienna Miller,Daniel Brühl",2015,R
428,Stealth,Rob Cohen,"Jamie Foxx,Jessica Biel",2005,PG-13
429,Stephen King's A Good Marriage,Peter Askin,"Joan Allen,Anthony LaPaglia,Stephen Lang",2014,R
430,El Dorado,Howard Hawks,"John Wayne,Robert Mitchum,James Caan",1967,Não classificado
431,The Wolf Man (1941),George Waggner,"Lon Chaney Jr,Bela Lugosi,Claude Rains,Warren William",1941,Não classificado
432,The Wrong Mother,Craig Goldstein,"Vanessa Marcil,Stephen Snedden,Brooke Nevin",2017,Não classificado
433,The Longest Yard (2005),Desconhecido,Peter Segal,2005,PG-13
434,Win a Date with Tad Hamilton!,Robert Luketic,"Kate Bosworth,Topher Grace,Josh Duhamel,Nathan Lane",2004,PG-13
435,Snowpiercer,Joon-ho Bong,"Chris Evans,Tilda Swinton,Octavia Spencer,Jamie Bell",2014,R
436,Mystery of the 13th Guest,William Beaudine,"Dick Purcell,Helen Parrish",1943,Não classificado
437,Illumination Presents: Dr. Seuss' The Grinch,"Scott Mosier,Yarrow Cheney","Benedict Cumberbatch,Rashida Jones,Kenan Thompson",2018,PG
438,Seven Days In Utopia,Matt Russell,"Robert Duvall,Lucas Black,Melissa Leo",2011,Não classificado
439,The System,Dallas Jackson,"Tyrese Gibson,Jeremy Piven,Terrence Howard,Lil Yachty",2022,R
440,Saw VI,Kevin Greutert,"Tobin Bell,Costas Mandylor,Betsy Russell,Mark Rolston",2009,R
441,She Said,Maria Schrader,"Carey Mulligan,Zoe Kazan,Patricia Clarkson",2022,R
442,PAW Patrol: Jet to the Rescue,---,"Devan Cohen,Owen Mason,Kallan Holley,Gage Munroe",2020,Não classificado
443,The Violent Heart,Kerem Sanga,"Mary J. Blige,Lukas Haas,Cress Williams",2021,Não classificado
444,Kandahar (2023),Ric Roman Waugh,"Gerard Butler,Navid Negahban,Ali Fazal,Bahador Foladi",2023,R
445,Plus One At an Amish Wedding,Richard Ramsay,"Galadriel Stineman,Kevin Joy",2022,Não classificado
446,Fast X - Bonus X-Ray Edition,Louis Leterrier,"Vin Diesel,Jason Momoa,Michelle Rodriguez",2023,PG-13
447,The Whale,Darren Aronofsky,"Brendan Fraser,Hong Chau,Sadie Sink,Ty Simpkins",2022,R
448,Plane,Jean-François Richet,"Gerard Butler,Daniella Pineda,Mike Colter",2023,R
449,Tucker & Dale vs Evil,Eli Craig,"Tyler Labine,Alan Tudyk,Katrina Bowden,Jesse Moss",2010,R
450,Friends till death,Javier Veiga,"Mauricio Ochmann,Marta Hazas,Javier Veiga",2023,Não classificado
451,Homefront,Gary Fleder,"Jason Statham,James Franco,Winona Ryder,Kate Bosworth",2013,R
452,I Can Only Imagine,"Jon Erwin,Andrew Erwin","Cloris Leachman,J.R. Cacia,Cole Marcus,Jason Burkey",2018,PG
453,The House Next Door: Meet the Blacks 2,Deon Taylor,"Mike Epps,Katt Williams,Bresha Webb,Lil Duval",2021,R
454,Crown Vic,Joel Souza,"Thomas Jane,Luke Kleintank,Josh Hopkins",2019,R
455,I Want You Back,JASON ORLEY,"CHARLIE DAY,JENNY SLATE,GINA RODRIGUEZ,SCOTT EASTWOOD",2022,R
456,Quigley Down Under,Simon Wincer,"Tom Selleck,Laura San Giacomo,Alan Rickman",1990,PG-13
457,South Beach Love,Damián Romay,"William Levy,Taylor Cole",2022,Não classificado
458,Megan Leavey,Gabriela Cowperthwaite,"Kate Maravan,Bradley Whitford,Tom Felton,Edie Falco",2017,PG-13
459,Nerve,"Henry Joost,Ariel Schulman","Emma Roberts,Dave Franco,Juliette Lewis,Emily Meade",2016,PG-13
460,The Back Up Plan,Alan Poul,"Jennifer Lopez,Alex O'Loughlin,Eric Christian Olsen",2010,PG-13
461,IN YOUR DREAMS,Cemal Alpan,"MURAT BOZ,BURCU ÖZBERK,ŞERİF EROL,EKİN MERT DAYMAZ",2023,Não classificado
462,Daddy's Home 2,Sean Anders,"Will Ferrell,Mark Wahlberg,Linda Cardellini,John Cena",2017,PG-13
463,Hansel & Gretel: Witch Hunters,Tommy Wirkola,"Jeremy Renner,Gemma Arterton,Famke Janssen",2013,R
464,Death in Texas,Scott Windhauser,"Ronnie Gene Blevins,Lara Flynn Boyle,Bruce Dern",2021,Não classificado
465,Lord of War,Andrew Niccol,"Nicolas Cage,Ethan Hawke,Jared Leto,Bridget Moynahan",2005,R
466,The Meg,Jon Turteltaub,"Jason Statham,Rainn Wilson,Ruby Rose,Winston Chao",2018,PG
467,Children Of Men,Alfonso Cuaron,"Clive Owen,Julianne Moore,Michael Caine",2007,R
468,Daddy's Home 2,Sean Anders,"Will Ferrell,Mark Wahlberg,Linda Cardellini,John Cena",2017,PG-13
469,New York Minute,Dennie Gordon,"Mary-Kate Olsen,Ashley Olsen,Andy Richter",2004,PG
470,"Hailey Dean Mysteries: Murder, with Love",Terry Ingram,"Kellie Martin,Giacomo Baessato",2019,Não classificado
471,And So It Goes,Rob Reiner,"Diane Keaton,Michael Douglas,Annie Parisse",2014,PG-13
472,MORGAN,Luke Scott,"Kate Mara,Anya Taylor-Joy,Toby Jones,Rose Leslie",2016,R
473,Lila and Eve,Charles Stone III,"Viola Davis,Jennifer Lopez,Shea Whigham",2015,R
474,Crown Vic,Joel Souza,"Thomas Jane,Luke Kleintank,Josh Hopkins",2019,R
475,Meet The Blacks,Deon Taylor,"Mike Epps,Zulay Henao,George Lopez,Mike Tyson",2016,R
476,Season Of Fear,Doug Campbell,"Ray Wise,Michael Bowen",,Não classificado
477,Jurassic Park,Steven Spielberg,"Sam Neill,Laura Dern,Jeff Goldblum",1993,PG-13
478,Dances with Wolves,"Costner,Kevin","Kevin Costner,Mary McDonnell,Rodney A. Grant",1990,PG-13
479,Mystery 101: Pilot,Blair Hayes,"Jill Wagner,Kristoffer Polaha",2019,Não classificado
480,Step Up,Anne Fletcher,"Channing Tatum,Jenna Dewan-Tatum,Damaine Radcliff",2006,PG-13
481,Lord of War,Andrew Niccol,"Nicolas Cage,Ethan Hawke,Jared Leto,Bridget Moynahan",2005,R
482,Jumanji: The Next Level,Jake Kasdan,"Dwayne Johnson,Kevin Hart,Jack Black,Karen Gillan",2019,PG-13
